Date,Open,High,Low,Close,Adj Close,Volume
2021-12-06,1.200000,1.460000,1.000000,1.450000,1.450000,2632156
2021-12-07,1.590000,1.590000,1.450000,1.490000,1.490000,1277692
2021-12-08,1.250000,1.510000,1.250000,1.470000,1.470000,1234330
2021-12-09,1.450000,1.580000,1.450000,1.500000,1.500000,687536
2021-12-10,1.450000,1.510000,1.400000,1.460000,1.460000,986814
2021-12-13,1.350000,1.500000,1.350000,1.430000,1.430000,965508
2021-12-14,1.380000,1.450000,1.250000,1.330000,1.330000,1218033
2021-12-15,1.300000,1.400000,1.300000,1.370000,1.370000,698400
2021-12-16,1.460000,1.460000,1.350000,1.410000,1.410000,595318
2021-12-17,1.480000,1.480000,1.350000,1.410000,1.410000,918749
2021-12-20,1.450000,1.490000,1.300000,1.380000,1.380000,1070724
2021-12-21,1.350000,1.450000,1.300000,1.360000,1.360000,1007802
2021-12-22,1.340000,1.370000,1.330000,1.350000,1.350000,640793
2021-12-23,1.340000,1.380000,1.300000,1.350000,1.350000,734969
2021-12-27,1.310000,1.400000,1.250000,1.250000,1.250000,1054617
2021-12-28,1.250000,1.380000,1.250000,1.280000,1.280000,868904
2021-12-29,1.280000,1.380000,1.250000,1.370000,1.370000,1425656
2021-12-30,1.380000,1.580000,1.380000,1.500000,1.500000,610451
2021-12-31,1.500000,1.560000,1.450000,1.510000,1.510000,668236
2022-01-03,1.530000,1.580000,1.510000,1.520000,1.520000,436671
2022-01-04,1.550000,1.570000,1.490000,1.510000,1.510000,330834
2022-01-05,1.500000,1.540000,1.480000,1.480000,1.480000,444689
2022-01-06,1.490000,1.520000,1.380000,1.380000,1.380000,434272
2022-01-07,1.450000,1.460000,1.320000,1.340000,1.340000,488592
2022-01-10,1.300000,1.330000,1.250000,1.280000,1.280000,612912
2022-01-11,1.290000,1.350000,1.260000,1.340000,1.340000,302071
2022-01-12,1.340000,1.400000,1.260000,1.380000,1.380000,211441
2022-01-13,1.330000,1.450000,1.330000,1.420000,1.420000,334774
2022-01-14,1.400000,1.420000,1.260000,1.380000,1.380000,863501
2022-01-18,1.360000,1.380000,1.330000,1.350000,1.350000,506647
2022-01-19,1.390000,1.390000,1.330000,1.340000,1.340000,363104
2022-01-20,1.310000,1.380000,1.310000,1.360000,1.360000,424541
2022-01-21,1.310000,1.360000,1.200000,1.290000,1.290000,1755866
2022-01-24,1.200000,1.290000,1.180000,1.270000,1.270000,1158351
2022-01-25,1.270000,1.300000,1.220000,1.240000,1.240000,564644
2022-01-26,1.280000,1.300000,1.230000,1.250000,1.250000,576374
2022-01-27,1.230000,1.300000,1.230000,1.260000,1.260000,635837
2022-01-28,1.260000,1.290000,1.250000,1.260000,1.260000,631235
2022-01-31,1.250000,1.300000,1.250000,1.300000,1.300000,593059
2022-02-01,1.260000,1.310000,1.260000,1.290000,1.290000,421092
2022-02-02,1.280000,1.310000,1.260000,1.290000,1.290000,659523
2022-02-03,1.250000,1.300000,1.200000,1.260000,1.260000,1106412
2022-02-04,1.250000,1.280000,1.100000,1.240000,1.240000,1372896
2022-02-07,1.230000,1.310000,1.230000,1.240000,1.240000,877249
2022-02-08,1.250000,1.260000,1.220000,1.220000,1.220000,611606
2022-02-09,1.220000,1.250000,1.210000,1.240000,1.240000,824350
2022-02-10,1.220000,1.250000,1.220000,1.240000,1.240000,516800
2022-02-11,1.255000,1.290000,1.230000,1.250000,1.250000,468367
2022-02-14,1.240000,1.320000,1.240000,1.300000,1.300000,693292
2022-02-15,1.320000,1.890000,1.290000,1.590000,1.590000,997083
2022-02-16,1.570000,1.750000,1.550000,1.730000,1.730000,595557
2022-02-17,1.730000,2.000000,1.650000,1.760000,1.760000,1313783
2022-02-18,1.760000,1.890000,1.700000,1.800000,1.800000,333068
2022-02-22,1.760000,1.980000,1.760000,1.810000,1.810000,717813
2022-02-23,1.820000,1.900000,1.800000,1.810000,1.810000,458550
2022-02-24,1.850000,1.850000,1.500000,1.740000,1.740000,683279
2022-02-25,1.740000,1.800000,1.740000,1.790000,1.790000,388394
2022-02-28,1.780000,1.960000,1.780000,1.940000,1.940000,586457
2022-03-01,1.910000,2.080000,1.890000,1.930000,1.930000,821638
2022-03-02,1.890000,1.950000,1.510000,1.680000,1.680000,1149331
2022-03-03,1.700000,1.750000,1.650000,1.700000,1.700000,473546
2022-03-04,1.670000,1.700000,1.550000,1.600000,1.600000,1034874
2022-03-07,1.600000,1.850000,1.600000,1.666000,1.666000,640445
2022-03-08,1.660000,1.820000,1.640000,1.800000,1.800000,574748
2022-03-09,1.820000,1.850000,1.720000,1.772500,1.772500,422426
2022-03-10,1.750000,1.800000,1.730000,1.780000,1.780000,369706
2022-03-11,1.780000,1.780000,1.700000,1.730000,1.730000,412058
2022-03-14,1.720000,1.750000,1.580000,1.600000,1.600000,420011
2022-03-15,1.580000,1.700000,1.570000,1.580000,1.580000,431131
2022-03-16,1.590000,1.650000,1.590000,1.630000,1.630000,394613
2022-03-17,1.630000,1.640000,1.560000,1.590000,1.590000,517593
2022-03-18,1.500000,1.630000,1.350000,1.400000,1.400000,1615410
2022-03-21,1.490000,1.490000,1.430000,1.430000,1.430000,464614
2022-03-22,1.440000,1.520000,1.440000,1.500000,1.500000,321779
2022-03-23,1.360000,1.525000,1.350000,1.460000,1.460000,295259
2022-03-24,1.420000,1.510000,1.410000,1.460000,1.460000,255437
2022-03-25,1.470000,1.570000,1.450000,1.500000,1.500000,496346
2022-03-28,1.490000,1.500000,1.450000,1.470000,1.470000,380720
2022-03-29,1.450000,1.500000,1.410000,1.470000,1.470000,428475
2022-03-30,1.440000,1.500000,1.420000,1.500000,1.500000,280799
2022-03-31,1.370000,1.400000,1.160000,1.220000,1.220000,2039631
2022-04-01,1.150000,1.250000,1.130000,1.130000,1.130000,928503
2022-04-04,1.110000,1.370000,1.110000,1.260000,1.260000,649986
2022-04-05,1.200000,1.340000,1.150000,1.200000,1.200000,451479
2022-04-06,1.170000,1.220000,1.170000,1.190000,1.190000,257051
2022-04-07,1.160000,1.250000,1.160000,1.210000,1.210000,365470
2022-04-08,1.160000,1.220000,1.150000,1.150000,1.150000,379390
2022-04-11,1.150000,1.200000,1.120000,1.130000,1.130000,316357
2022-04-12,1.120000,1.200000,1.100000,1.140000,1.140000,412854
2022-04-13,1.110000,1.140000,1.070000,1.110000,1.110000,422994
2022-04-14,1.100000,1.140000,1.080000,1.100000,1.100000,321187
2022-04-18,1.110000,1.120000,0.850000,1.020000,1.020000,1345838
2022-04-19,1.020000,1.130000,1.000000,1.090000,1.090000,364141
2022-04-20,1.050000,1.140000,1.020000,1.080000,1.080000,240093
2022-04-21,1.080000,1.120000,1.030000,1.040000,1.040000,242854
2022-04-22,1.040000,1.100000,1.030000,1.050000,1.050000,162168
2022-04-25,1.050000,1.200000,1.050000,1.200000,1.200000,409076
2022-04-26,1.200000,1.390000,1.200000,1.230000,1.230000,689341
2022-04-27,1.200000,1.330000,1.200000,1.260000,1.260000,343540
2022-04-28,1.240000,1.340000,1.240000,1.280000,1.280000,395414
2022-04-29,1.300000,1.320000,1.250000,1.260000,1.260000,209731
2022-05-02,1.300000,1.320000,1.210000,1.230000,1.230000,297261
2022-05-03,1.240000,1.310000,1.240000,1.260000,1.260000,244609
2022-05-04,1.260000,1.390000,1.260000,1.280000,1.280000,266262
2022-05-05,1.270000,1.310000,1.260000,1.260000,1.260000,206244
2022-05-06,1.275000,1.300000,1.260000,1.270000,1.270000,289904
2022-05-09,1.260000,1.290000,1.170000,1.210000,1.210000,353331
2022-05-10,1.200000,1.300000,1.200000,1.214900,1.214900,376778
2022-05-11,1.210000,1.250000,1.050000,1.080000,1.080000,405629
2022-05-12,1.080000,1.210000,1.020000,1.130000,1.130000,287393
2022-05-13,1.150000,1.250000,1.120000,1.230000,1.230000,204826
2022-05-16,1.240000,1.300000,1.170000,1.280000,1.280000,151291
2022-05-17,1.280000,1.300000,1.220000,1.290000,1.290000,296357
2022-05-18,1.230000,1.310000,1.220000,1.240000,1.240000,208314
2022-05-19,1.250000,1.290000,1.220000,1.240000,1.240000,156886
2022-05-20,1.240000,1.270000,1.230000,1.260000,1.260000,182912
2022-05-23,1.270000,1.300000,1.250000,1.280000,1.280000,297185
2022-05-24,1.290000,1.300000,1.270000,1.280000,1.280000,337500
2022-05-25,1.220000,1.300000,1.220000,1.270000,1.270000,218769
2022-05-26,1.275000,1.300000,1.250000,1.290000,1.290000,174293
2022-05-27,1.270000,1.300000,1.250000,1.280000,1.280000,228345
2022-05-31,1.335000,1.335000,1.270000,1.280000,1.280000,187215
2022-06-01,1.280000,1.290000,1.280000,1.290000,1.290000,201184
2022-06-02,1.300000,1.300000,1.240000,1.270000,1.270000,418844
2022-06-03,1.270000,1.310000,1.000000,1.280000,1.280000,204381
2022-06-06,1.280000,1.310000,1.210000,1.260000,1.260000,370609
2022-06-07,1.260000,1.280000,1.250000,1.255000,1.255000,279885
2022-06-08,1.240000,1.280000,1.240000,1.240000,1.240000,212703
2022-06-09,1.030000,1.270000,1.000000,1.200000,1.200000,287468
2022-06-10,1.100000,1.240000,1.100000,1.230000,1.230000,231476
2022-06-13,1.200000,1.300000,1.150000,1.250000,1.250000,327768
2022-06-14,1.200000,1.310000,1.200000,1.270000,1.270000,179915
2022-06-15,1.260000,1.300000,1.250000,1.280000,1.280000,204367
2022-06-16,1.500000,1.500000,1.250000,1.270000,1.270000,291487
2022-06-17,1.280000,1.350000,1.270000,1.280000,1.280000,224796
2022-06-21,1.280000,1.870000,1.280000,1.550000,1.550000,771825
2022-06-22,1.600000,1.750000,1.600000,1.660000,1.660000,401463
2022-06-23,1.740000,1.750000,1.660000,1.690000,1.690000,401710
2022-06-24,1.800000,1.800000,1.350000,1.580000,1.580000,736694
2022-06-27,1.600000,1.650000,1.580000,1.600000,1.600000,233881
2022-06-28,1.580000,1.620000,1.500000,1.590000,1.590000,407688
2022-06-29,1.420000,1.600000,1.300000,1.580000,1.580000,235011
2022-06-30,1.560000,1.580000,1.450000,1.545000,1.545000,226488
2022-07-01,1.550000,1.600000,1.500000,1.570000,1.570000,134802
2022-07-05,1.570000,1.650000,1.550000,1.550000,1.550000,473533
2022-07-06,1.580000,1.670000,1.550000,1.630000,1.630000,290856
2022-07-07,1.580000,1.700000,1.580000,1.690000,1.690000,227197
2022-07-08,1.690000,1.900000,1.670000,1.900000,1.900000,573755
2022-07-11,1.910000,2.000000,1.900000,1.950000,1.950000,602683
2022-07-12,2.000000,2.000000,1.880000,1.910000,1.910000,211689
2022-07-13,1.800000,1.910000,1.680000,1.880000,1.880000,214692
2022-07-14,1.880000,1.940000,1.880000,1.910000,1.910000,207680
2022-07-15,1.900000,1.930000,1.860000,1.860000,1.860000,339205
2022-07-18,1.850000,1.860000,1.300000,1.600000,1.600000,1274213
2022-07-19,1.550000,1.600000,1.350000,1.400000,1.400000,814497
2022-07-20,1.350000,1.550000,1.350000,1.440000,1.440000,301095
2022-07-21,1.410000,1.500000,1.380000,1.460000,1.460000,221419
2022-07-22,1.460000,1.480000,1.400000,1.450000,1.450000,197763
2022-07-25,1.425000,1.470000,1.380000,1.410000,1.410000,241426
2022-07-26,1.420000,1.450000,1.380000,1.380000,1.380000,218461
2022-07-27,1.350000,1.400000,1.350000,1.370000,1.370000,168246
2022-07-28,1.370000,1.400000,1.365000,1.370000,1.370000,158797
2022-07-29,1.390000,1.400000,1.370000,1.380000,1.380000,197848
2022-08-01,1.380000,1.400000,1.370000,1.370000,1.370000,265579
2022-08-02,1.360000,1.380000,1.350000,1.365000,1.365000,413882
2022-08-03,1.350000,1.500000,1.310000,1.475000,1.475000,327787
2022-08-04,1.480000,1.490000,1.390000,1.410000,1.410000,326092
2022-08-05,1.435000,1.500000,1.400000,1.450000,1.450000,188832
2022-08-08,1.450000,1.720000,1.400000,1.650000,1.650000,532659
2022-08-09,1.660000,1.750000,1.540000,1.670000,1.670000,211433
2022-08-10,1.540000,1.700000,1.530000,1.660000,1.660000,263655
2022-08-11,1.550000,1.750000,1.550000,1.670000,1.670000,145138
2022-08-12,1.660000,1.690000,1.600000,1.650000,1.650000,194336
2022-08-15,1.640000,1.675000,1.580000,1.600000,1.600000,280582
2022-08-16,1.590000,1.620000,1.400000,1.570000,1.570000,414520
2022-08-17,1.500000,1.570000,1.440000,1.500000,1.500000,155825
2022-08-18,1.400000,1.570000,1.400000,1.430000,1.430000,338468
2022-08-19,1.420000,1.490000,1.380000,1.400000,1.400000,243857
2022-08-22,1.400000,1.440000,1.350000,1.360000,1.360000,147330
2022-08-23,1.330000,1.390000,1.290000,1.310000,1.310000,253834
2022-08-24,1.250000,1.420000,1.240000,1.300000,1.300000,309027
2022-08-25,1.360000,1.425000,1.300000,1.390000,1.390000,239673
2022-08-26,1.350000,1.580000,1.310000,1.400000,1.400000,412002
2022-08-29,1.380000,1.490900,1.370000,1.370000,1.370000,298551
2022-08-30,1.350000,1.490000,1.290000,1.330000,1.330000,363117
2022-08-31,1.330000,1.450000,1.330000,1.450000,1.450000,252270
2022-09-01,1.500000,1.580000,1.330000,1.360000,1.360000,546710
2022-09-02,1.330000,1.400000,1.330000,1.360000,1.360000,256106
2022-09-06,1.440000,1.500000,1.390000,1.450000,1.450000,244615
2022-09-07,1.450000,1.520000,1.360000,1.420000,1.420000,405005
2022-09-08,1.420000,1.500000,1.420000,1.450000,1.450000,182476
2022-09-09,1.450000,1.500000,1.420000,1.440000,1.440000,197718
2022-09-12,1.400000,1.490000,1.400000,1.480000,1.480000,271548
2022-09-13,1.500000,1.500000,1.440000,1.500000,1.500000,209552
2022-09-14,1.470000,1.690000,1.450000,1.630000,1.630000,397789
2022-09-15,1.630000,1.680000,1.520000,1.620000,1.620000,159064
2022-09-16,1.640000,1.670000,1.540000,1.580000,1.580000,160423
2022-09-19,1.600000,1.600000,1.500000,1.540000,1.540000,127381
2022-09-20,1.540000,1.600000,1.480000,1.490000,1.490000,174046
2022-09-21,1.450000,1.540000,1.450000,1.520000,1.520000,264162
2022-09-22,1.520000,1.540000,1.480000,1.510000,1.510000,192794
2022-09-23,1.500000,1.550000,1.500000,1.510000,1.510000,308837
2022-09-26,1.500000,1.580000,1.500000,1.540000,1.540000,185260
2022-09-27,1.540000,1.550000,1.500000,1.513000,1.513000,108006
2022-09-28,1.520000,1.550000,1.450000,1.510000,1.510000,134491
2022-09-29,1.530000,1.560000,1.500000,1.520000,1.520000,269519
2022-09-30,1.530000,1.550000,1.410000,1.540000,1.540000,186088
2022-10-03,1.510000,1.540000,1.500000,1.520000,1.520000,186310
2022-10-04,1.590000,1.600000,1.520000,1.592500,1.592500,203374
2022-10-05,1.600000,1.800000,1.520000,1.800000,1.800000,312410
2022-10-06,1.880000,1.990000,1.810000,1.970000,1.970000,774743
2022-10-07,2.010000,2.500000,2.000000,2.460000,2.460000,1134221
2022-10-10,2.500000,3.500000,2.500000,3.470000,3.470000,2906133
2022-10-11,3.770000,4.600000,3.600000,4.400000,4.400000,4503800
2022-10-12,4.600000,6.900000,3.800000,6.690000,6.690000,6479185
2022-10-13,7.000000,7.510000,3.580000,4.470000,4.470000,5360944
2022-10-14,4.680000,4.900000,2.750000,4.000000,4.000000,2281429
2022-10-17,4.050000,4.380000,3.800000,3.890000,3.890000,954744
2022-10-18,3.890000,3.910000,3.300000,3.700000,3.700000,844236
2022-10-19,3.500000,4.100000,3.400000,3.990000,3.990000,700227
2022-10-20,4.050000,4.630000,3.960000,4.450000,4.450000,848696
2022-10-21,4.500000,5.200000,4.500000,4.820000,4.820000,694314
2022-10-24,4.500000,5.200000,4.080000,4.920000,4.920000,680522
2022-10-25,4.910000,5.500000,4.560000,5.100000,5.100000,645981
2022-10-26,5.100000,5.800000,5.050000,5.680000,5.680000,683863
2022-10-27,5.700000,6.020000,5.520000,6.010000,6.010000,761312
2022-10-28,6.100000,6.500000,5.910000,6.400000,6.400000,813166
2022-10-31,6.500000,7.000000,6.400000,6.850000,6.850000,1239020
2022-11-01,6.910000,7.160000,6.490000,7.110000,7.110000,752918
2022-11-02,7.200000,7.500000,6.000000,6.620000,6.620000,1401741
2022-11-03,6.660000,7.690000,6.150000,7.260000,7.260000,1246552
2022-11-04,7.240000,7.620000,7.110000,7.480000,7.480000,719530
2022-11-07,7.250000,7.600000,6.750000,7.450000,7.450000,823785
2022-11-08,7.500000,7.500000,7.160000,7.270000,7.270000,479515
2022-11-09,7.100000,7.340000,6.800000,7.070000,7.070000,740552
2022-11-10,6.960000,7.200000,6.100000,6.850000,6.850000,947156
2022-11-11,6.850000,7.330000,6.600000,7.250000,7.250000,585028
2022-11-14,7.490000,8.410000,7.250000,8.410000,8.410000,1091720
2022-11-15,8.700000,9.850000,8.460000,9.730000,9.730000,1429015
2022-11-16,9.890000,9.950000,8.600000,8.850000,8.850000,1069678
2022-11-17,9.390000,9.390000,8.400000,9.000000,9.000000,450760
2022-11-18,9.000000,9.240000,8.610000,8.900000,8.900000,307110
2022-11-21,9.900000,11.700000,9.430000,11.650000,11.650000,2947045
2022-11-22,11.850000,12.500000,9.200000,10.200000,10.200000,3465791
2022-11-23,10.720000,10.950000,8.550000,9.550000,9.550000,1765456
2022-11-25,10.870000,10.990000,9.880000,10.030000,10.030000,1673741
2022-11-28,10.790000,10.980000,9.610000,9.850000,9.850000,2054545
2022-11-29,10.000000,10.150000,9.440000,9.630000,9.630000,931624
2022-11-30,9.720000,10.000000,7.760000,8.170000,8.170000,1397649
2022-12-01,8.250000,9.050000,7.750000,8.080000,8.080000,1739862
2022-12-02,8.900000,8.900000,8.100000,8.250000,8.250000,1128080
2022-12-05,8.250000,9.000000,6.600000,7.110000,7.110000,2033286
2022-12-06,7.150000,9.700000,5.040000,8.250000,8.250000,5064335
2022-12-07,9.880000,9.900000,6.950000,7.000000,7.000000,4313484
2022-12-08,6.150000,6.200000,2.850000,2.895000,2.895000,13717253
2022-12-09,2.895000,2.895000,2.895000,2.895000,2.895000,0
2022-12-12,2.895000,2.895000,2.895000,2.895000,2.895000,0
2022-12-13,null,null,null,null,null,null
2022-12-14,null,null,null,null,null,null
2022-12-15,null,null,null,null,null,null
